text;question;options;ans;label;category
;Ciri teks prosedur adalah…;"A. menggambarkan objek dengan cara memerinci objek secara subjektif 
 B. menjelaskan kegiatan yang harus dilakukan agar pembaca / pemirsa dapat secara tepat dan akurat  melakukan, membuat, atau menggunakan sesuatu.
 C. berupa cerita fiksi yang berisi perkembangan kejadian/ peristiwa.
 D. membahas objek secara bersifat umum  ";B;C1;Menyebutkan
Perhatikan kutipan teks prosedur berikut!  Ternyata mudah membuat masakan tradisional yang satu ini. Kue lezat siap dinikmati.  ;Kutipan teks prosedur di atas termasuk ke dalam struktur …;"A. Tujuan                      
 B. Langkah-langkah     
 C. Bahan dan alat 
 D. Penutup ";D;C2;Membedakan
;Struktur teks prosedur cara membuat adalah…;"A. Tujuan--langkah-langkah--penutup
 B. Tujuan--bahan dan alat--penutup
 C. Tujuan--bahan dan alat--langkah-langkah--penutup 
 D. Tujuan--langkah-langkah--ucapan selamat ";C;C1;Menyebutkan
Pantun ,syair,gurindam merupakan jenis...   ;"&nbsp;";"A. Puisi baru
 B. Puisi lama
 C. Legenda
 D. 

									&nbsp; ";B;C2;Mengkategorikan
"Perhatikanlah petikan dongeng berikut 							 Ia melihat sebuah kepompong di atas pohon. Sang semut mengejek bentuk kepompong yang jelek dan tidak bisa pergi ke mana-mana.            ";Teks cerita tersebut merupakan bagian struktur ...;"A.  orientasi        

 B.  resolusi        

 C.   komplikasi        

D koda
 D.  ";C;C2;Membedakan
;Surat penawaran, Surat pesanan barang merupakan dari surat . . . .;"A. 
Pribadi    
								 B. 
Dinas
								 C. 
Niaga    
								 D. Lamaran ";C;C1;Memilih
Secara garis besar buku yang kita baca dikelompokkan menjadi  dua bagian, yaitu buku fiksi dan buku nonfiksi.    ;Yang termasuk unsur buku fiksi adalah ...;"A.  Isi buku.                        

 B.  Sistematika

 C.  Rincian subbab buku                

 D.  Cara menyajikan isi buku.
 ";C;C1;Memilih
"Perhatikan larik-larik dibawah ini !   							 ";Supaya larik-larik tersebut menjadi pantun, urutan yang benar adalah ....;"A. 2 – 3 – 1 – 4
 B. 2 – 4 – 1 – 3
 C. 2 – 3 – 4 – 1
 D. 3 – 2 – 1 – 4  ";B;C4;Mengorganisasikan
Rangkuman adalah hasil menyarikan semua gagasan pokok/intisari suatu karangan atau  ;buku menjadi bentuk yang ringkas atau pendek. Dengan demikian, rangkuman .......;"A.  Boleh mengubah ide pokok (gagasan pokok) teks aslinya.

 B.  Tidak boleh mengubah ide pokok (gagasan pokok) teks aslinya.

 C.  Uraian dari semua ide pokok (gagasan pokok) teks aslinya.

 D.  Langkah-langkah dari uraian semua ide pokok (gagasan pokok) teks aslinya.
 ";B;C1;Menyatakan
"Perhatikan teks berikut!  Si Raja Hutan   Di sebuah hutan rimba hiduplah seekor harimau besar yang dijuluki Si Raja Hutan. Si Raja Hutan terkenal sangat bijaksana dan baik hati. Meskipun ia dikenal sebagai hewan yang kuat, tetapi ia tidak sombong  dengan kelebihannya itu. Karena itulah ia dipilih sebagai pemimpin  seluruh binatang.   Si Raja Hutam mempunyai putra namanya Si Loreng.  Si Loreng dibenci  binatang lain di hutan. Selain sangat jahat, Dia juga sangat sombong. Ia sering menindas binatang yang ada di hutan. Suatu hari Si Loreng  menemukan sarang semut merah. Segera sarang semut ia tutup menggunakan batu.   "" Biar saja semut itu mati, lagi pula para semut memang terlalu lemah untuk hidup."" Kata Si Loreng  dengan sombong.  ""Dimana-mana yang kuat akan selalu dapat bertahan hidup, "" lanjutnya.          ";"								Loreng memiliki watak …";"A.    Baik                    

 B.    Jujur                

 C.    Serakah              

 D.    Jahat     
 ";D;C2;Membedakan
Perhatikan ciri-ciri puisi rakyat berikut ini!1. Terdiri dari dua baris dalam sebait2. Terdiri dari empat baris dalam sebait3. Berisi pesan tersirat atau kata-kata mutiara4. Bersajak a-a-a-a5. Bersajak a-b-a-b6. Bersajak a-a7. Semua baris yaitu isi8. Baris 1-2 sampiran,baris 3-4 isi     ;Berdasarkan ciri-ciri tersebut, yang merupakan ciri-ciri syair yaitu …;"A. 2-4-7        
 B. 1-6-7                
 C. 2-5-8
 D. 1-3-6 ";C;C2;Mengkategorikan
Perhatikan pernyataan berikut!            Akhirnya, Induk Domba berhasil menyelamatkan anak-anak Domba dari cengkraman Serigala jahat. Serigala itu tewas karena kerakusannya.  ;Dalam teks fabel, pernyataan tersebut sering digunakan pengarang pada tahap….;"A. orientasi
 B. komplikasi
 C. resolusi
 D. koda ";D;C3;Menentukan
"Gebyar Pementasan Tari Kolosal Ariah  Drama tari kolosal ""Ariah"" dipentaskan di area Monas. Pementasan tari kolosal ini dalam rangka hari jadi Kota Jakarta ke-386. Drama musikal ""Ariah"" diambil dari cerita Betawi. ""Ariah"" menceritakan pejuang perempuan muda Betawi  yang penuh semangat dan mempunyai martabat. Atilah Soeryadjaya memprakarsai dan menjadi sutradara cerita rakyat Betawi ini. Selain itu, seniman serba bisa itu juga menulis naskah dan sekaligus menulis lirik lagu pementasannya. Dari awal sampai akhir, pementasan ini sangat memukau.  Pertunjukan dimulai pada pukul 20.00. Pertunjukkan dibuka dengan nyala api yang berkobar di depan tugu Monas. Di bagian barat kembang api meluncur deras ke langit Jakarta diiringi alunan musik mengentak keras. Penonton bersorak-sorai kaget sekaligus terpesona. Tata lampu yang didukung cuaca cerah malam itu semakin menambah kedahsyatan suasana pembukaan. Pertunjukan awal melibatkan Monas sebagai latar. Monas nampak gagah dan menawan karena berkali-kali disoroti gambar-gambar indah sebagai latar cerita.     ";Paragraf ke-1 pada teks deskripsi di atas termasuk struktur ….;"A. Identifikasi
							 B. deskripsi bagian
							 C. simpulan/kesan
							 D. penutup ";A;C3;Menentukan
Parangtritis nan Indah      Salah satu andalan wisata Kota Yogyakarta adalah Pantai Parangtritis. Tepatnya Pantai Parangtritis berada dii Kecamatan Kretek, Bantui, Daerah Istimewa Yogyakarta. Pantai ini terletak sekitar 27 km arah selatan Yogyakarta.      Pemandangan Pantai Parangtritis sangat memesona. Di sebelah kiri, terlihat tebing yang sangat tinggi, di sebelah kanan, kita bisa melihat batu karang besar yang seolah-olah siap menjaga gempuran ombak yang datang setiap saat. Pantai bersih dengan buih-buih putih bergradasi abu-abu dan kombinasi hijau sungguh elok.  ;Berikut ciri teks deskripsi di atas berdasarkan aspek kebahasaannya, kecuali ….;"A. Adanya perincian bagian-bagian objek. 
 B. Penggunaan kata khusus warna.
 C. Menggunakan kata-kata dengan emosi kuat.
 D. Objek yang dibicarakan bersifat umum.

 

							  ";C;C2;Membedakan
Sekolah Menengah Pertama Negeri 43  Jalan Pahlawan Trip II Nomor 102 Makassar  15 April 2015  Hal: Ucapan Terima Kasih     Yth. Pimpinan Museum Hasanuddin  Makassar     Dengan hormat,  Kami mengucapkan banyak terima kasih atas sambutan dan layanan pihak Museum- Hasanuddin Makassar kepada siswa SMPN 43 saat kegiatan karya wisata minggu lalu. Kami sangat berterima kasih atas waktu dan kesabaran.  ;Kesimpulan isi surat dinas tersebut adalah....;"A. Ucapan terimakasih  atas  pelayanan pihak Museum Hasanudin Makasar  kepada siswa SMPN 43 saat kegiatan karya wisata minggu lalu.
 B. Ucapan permohonan izin  atas  pelayanan pihak Museum Hasanudin Makasar  kepada siswa SMPN 43 saat kegiatan karya wisata minggu lalu
 C. Ucapan permintaan maaf  atas  pelayanan pihak Museum Hasanudin Makasar  kepada siswa SMPN 43 saat kegiatan karya wisata minggu lalu
 D. Ucapan belasungkawa  atas  pelayanan pihak Museum Hasanudin Makasar  kepada siswa SMPN 43 saat kegiatan karya wisata minggu lalu ";A;C5;Menafsirkan
Indahnya Motif Kawung      Motif kawung merupakan salah satu motif batik yang indah. Polanya yang berbentuk bulatan laksana buah kawung menampilkan kesan rapi dan geometris. Bulatan tersebut berjajar rapi sehingga memberi kesan sederhana. Motif kawung dapat dikreasikan dengan ornamen dan bentuk yang beragam. Kadang-kadang polanya berbentuk lonjong bukan bulat. Oleh karena itu, kadang tampak seperti bunga teratai.  ;Motif kawung kadang tampak seperti bunga ….;"A.  anggrek

 B.  mawar

 C.  melati

 D.  teratai ";D;C2;Mengklasifikasikan
Bacalah teks di bawah ini !         Saat naik bus, Rio mendapat tempat duduk. Di sebelahnya ada seorang ibu hamil yang berdiri.   ;Sikap Rio sebaiknya ….;"A. Tetap duduk di tempatnya dengan tenang
 B. Mempersilakan ibu hamil duduk di tempatnya
 C. Rio ikut berdiri di samping ibu hamil tersebut
 D. Acuh tanpa peduli pada ibu hamil tersebut ";B;C1;Memilih
;Rambu lalu lintas memiliki arti ...;"A. Dilarang parkir
 B. Dilarang berhenti 
 C. Dilarang melintas    D.  ";A;C1;Menyebutkan
;Saat pergi ke Ciwidey, Fahri menemukan banyak rambu lalu lintas ini, Fahri harus berhati – hati karena jalan nya ...;"A. Bergelombang 
 B. Banyak tikungan 
 C. Banyak benjolan     D.  ";B;C1;Menyebutkan
;Bendera ini dikenal dengan nama bendera ...;"A. pramuka 
 B. semaphore 
 C. permainan    D.  ";B;C1;Menyebutkan
;Rambu lalu lintas ini menunjukkan ...;"A. Tempat pengisian air 
 B. Tempat pengisian minyak 
 C. Tempat pengisian bahan bakar  D.  ";C;C1;Menyebutkan
;Jika Zio hendak pergi ke Pasar Minggu, Zio harus ...;"A. Lurus
 B. Belok kiri 
 C. Belok kanan  D.  ";C;C2;Membedakan
Denah diperlukan dalam kehidupan sehari – hari. Sebagai contoh, dalam kegiatan Pramuka. Denah digunakan untuk mencari jejak, Denah juga bermanfa'at di tempat wisata. Denah memberikan keterangan kepada pengunjung tentang lokasi suatu tempat. Selain itu, denah juga diperlukan di gedung – gedung untuk memberikan informasi kepada pengunjuk tentang letak suatu tempat.   ;          Dari bacaan diatas, tuliskan 3 kegunaan denah !;"A. - 
 B. - 
 C. -  D.  ";A;C4;Menelaah
Amati teks berikut !  Bahan alam menghasilkan serat kain berupa wol, katun dan linen. Pembuat kain wol dimulai dari mengumpulkan rambut domba, pemilihan rambut domba dan pencucian.  ;Yang merupakan kalimat utama dari paragraf tersebut adalah ...;"A. Kain wol berasal dari rambut domba 
 B. Bahan alam menghasilkan serat kain berupa wol
 C. Pembuat kain wol mengumpulkan rambut domba  D.  ";B;C4;Menelaah
;Bahan alam yang dapat menghasilkan benang diantaranya ...;"A. rambut domba dan sapi
 B. rambut domba dan kapas
 C. tanaman rami dan rambut kucing  D.  ";B;C2;mengkategorikan
;Berikut ini, manakah tahapan pembuatan pakaian yang benar !;"A. Proses pemintalan, penjahitan, dan proses menenun  
 B. Proses penenunan, proses pemintalan, proses menjahit 
 C. Proses pemintalan benang, proses menenun, proses penjahitan D.  ";C;C3;Menentukan
;Berikut ini, yang merupakan fungsi dari pakaian adalah ...;"A. Agar terlihat cantik
 B. Menutup aurat dan melindungi dari terik matarhari
 C. Melindungi dari hujan, agar terlihat mahal dan mewah    D.  ";B;C2;
;Berikut ini, yang merupakan bahan yang digunakan untuk menulis pada zaman dahulu yaitu ...;"A. Daun lontar dan kulit domba 
 B. Daun pisang dan kertas
 C. Kulit sapi dan daun pisang    D.  ";A;C1;Menyebutkan
;Berikut ini, yang merupakan hasil teknologi pangan adalah ...;"A. tempe
 B. singkong
 C. gado gado  D.  ";A;C1;Memilih
;Berikut ini, yang termasuk kecakapan khusus yang ada dalam pramuka siaga yaitu ...;"A. Juru tulis dan juru hitung 
 B. Juru masak, dan juru kebun 
 C. Juru menggambar dan juru menari D.  ";B;C1;Menyebutkan
;Binatang yang banyak digunakan manusia sebagai alat transportasi pada zaman dahulu  yaitu ...;"A. Kuda dan sapi 
 B. Kuda dan domba
 C. Kuda dan gajah    D.  ";A;C1;Menyebutkan
;Buah kelapa dapat bertahan lama dalam keadaan apapun. Ini memiliki arti, bahwa anggota pramuka ...;"A. sehat dan kuat 
 B. gagah dan cantik 
 C. gagah dan tampan D.  ";A;C1;Menyebutkan
;Dibawah ini yang merupakan makanan khas daerah Yogyakarta adalah ...;"A. gudeg
 B. rujak cingur
 C. ayam betutu D.  ";A;C1;Menyebutkan
;Dibawah ini, yang merupakan hasil teknologi pangan yang berasal dari buah buahan adalah ...;"A. keju
 B. rujak 
 C. keripik apel D.  ";C;C2;Membedakan
;Dibawah ini, yang termasuk cara – cara pengolahan makanan agar lebih awet meliputi ...;"A. pengawetan, pengemasan, dan penyimpanan
 B. pemasakan, pelabelan, dan pemasaran 
 C. pengawetan, pemasakan, dan pendinginan D.  ";A;C2;Membedakan
;Jauh sebelum adanya telepon, dahulu orang menggunakan ... untuk berkomunikasi antar warga .;"A. Peluit
 B. Gendang
 C. Kentongan D.  ";C;C1;Menyebutkan
;Jika dilihat dari lapangan sekolah, Dimanakah letak ruang guru !;"A. - 
 B. - 
 C. -  D.  ";A;C2;Membedakan
;Kapal layar dan kapal feri merupakan jenis transportasi...;"A. Darat 
 B. Laut 
 C. Udara    D.  ";B;C1;Menyebutkan
;Lambang Pramuka adalah ...;"A. Tunas beringin 
 B. Tunas kelapa 
 C. Pohon beringin D.  ";B;C1;Menyebutkan
;Nina menjadi pemimpin barung sedangkan Deli menjadi wakil pemimpin barung. Nama lain dari barung adalah ...;"A. Regu 
 B. kelas 
 C. sekolah    D.  ";A;C1;Menyebutkan
;Nina senang sekali mengikuti kegiatan Pramuka. Karena dapat meningkatkan ....;"A. kecerdasan
 B. kelembutan
 C. kepercayaan dirinya.  D.  ";C;C1;Menyebutkan
;Pramuka Siaga diikuti oleh anak berusia ...;"A. 7 – 10 tahun
 B. 10 – 15 tahun 
 C. 8 – 11 tahun D.  ";B;C2;Membedakan
;Pramuka siaga itu berani dan tidak putus asa. Ini merupakan bunyi dari ...;"A. Dwi karta 
 B. Dwi karma
 C. Dwi darma     D.  ";C;C1;Menyebutkan
;Pramuka singkatan dari ...;"A. Praja Muda Kirana 
 B. Praja Muda Karana 
 C. Praja Mula Kenanga  D.  ";B;C1;Menyebutkan
;Saat pulang sekolah, Bilal selalu menyebrang di ...;"A. Belokan 
 B. Zebra cross
 C. Pertengahan jalan   D.  ";B;C1;Menyebutkan
;Salah alat transportasi darat yang bisa memuat penumpang lebih banyak adalah ...;"A. Bus 
 B. Mobil
 C. Kereta api D.  ";C;C2;Membedakan
;Salah satu alat komunikasi yang berkembang di zaman sekarang adalah penggunaan WA dan instagram. WA dan instagram termasuk media ...;"A. Cetak 
 B. Sosial 
 C. Elektronik D.  ";B;C1;Menyebutkan
;Salah satu alat komunikasi yang digunakan pada zaman dahulu yaitu ...;"A. Surat 
 B. Telepon 
 C. Handphone    D.  ";A;C1;Menyebutkan
;Salah satu alat transportasi yang digunakan pada zaman dahulu yaitu ...;"A. Becak 
 B. Motor
 C. Delman D.  ";C;C1;Menyebutkan
;Salah satu alat transportasi yang ramah lingkungan adalah ...;"A. Mobil
 B. Motor 
 C. Sepeda D.  ";C;C1;Menyebutkan
;Salah satu bahan yang dahulu digunakan oleh orang – orang untuk menutup tubuh yaitu ...;"A. kulit binatang dan kayu
 B. kulit makanan dan bulu hewan
 C. dedaunan dan kulit binatang D.  ";C;C1;Menyebutkan
;Sebutkan 3 arah mata angin yang kamu ketahui !;"A. - 
 B. - 
 C. -  D.  ";A;C1;Menyebutkan
;Selain berkomunikasi secara lisan, tulisan, manusia juga berkomunikasi dengan menggunakan ...;"A. Isyarat 
 B. Siulan 
 C. Nyanyian   D.  ";A;C1;Menyebutkan
;Terletak di sebelah mana gerbang masuk sekolah !;"A. - 
 B. - 
 C. -  D.  ";A;C2;Membedakan
"Untuk menjawab pertanyaan no 38 – 40, Perhatikan denah dibawah berikut!  						  							 ";Ruangan apakah yang terletak di sebelah utara lapangan sekolah ! tuliskan 3;"A. -
 B. -
 C. -  D.  ";A;C2;Membedakan
;Warna – warna yang digunakan dalam tanda kecakapan khusus diantaranya ...;"A. Kuning, merah dan putih 
 B. Putih, hijau dan hitam
 C. Hijau, biru dan ungu    D.  ";A;C1;Menyebutkan
Andika adalah anak yang rajin, Ia selalu belajar dengan tekun.  ;Tanggapan atau masukkan untuk sikap yang dimiliki Andika adalah ….;"A. Sebaiknya Andika tidak usah belajar, karena sudah pintar
 B. Sikap Andika tidak bagus untuk ditiru, karena sangat membosankan
 C. Sikap Andika sangat baik untuk dicontoh agar kita bisa pintar seperti dirinya
 D. Sikap Andika itu biasa saja, semua anak juga rajin belajar ";C;C5;Memberi Saran
Bacalah cerita di bawah ini !        Anton anak yang pandai. Setiap hari Anton belajar dengan semangat. Sepulangnya dari sekolah, Anton selalu mengulang pelajaran yang dipelajari di sekolah. Setiap tugas dan pekerjaan rumah selalu dikerjakannya tanpa bantuan orang lain.  ;Gagasan utama pada paragraf di atas adalah ….;"A. Setiap tugas dan pekerjaan rumah selalu dikerjakannya
 B. Anton anak yang pandai
 C. Anton belajar penuh semangat
 D. Anton selalu mengulang pelajaran di rumah ";B;C4;Menelaah
Bacalah paragraf berikut !        Hutan memiliki manfaat yang luar biasa bagi kita. Di hutan tumbuh bermacam- macam tumbuhan yang dapat mencegah banjir, erosi, dan tanah longsor. Hewan- hewan juga dapat hidup bebas di hutan, manusia juga dapat memanfaatkan hutan sebagai tempat wisata.  ;Pernyataan yang sesuai dengan paragraf di atas adalah ….;"A. hutan bermanfaat untuk menghasilkan kayu dari tumbuh- tumbuhan
 B. hutan hanya dapat mencegah banjir, erosi, dan longsor
 C. hutan dapat dimanfaatkan sebagai tempat wisata
 D. bermacam- macam tumbuhan langka saja yang hidup di hutan ";C;C4;Menelaah
;Bahan tambahan yang diperlukan dalam pembuatan tempe adalah ….;"A. ragi
 B. gula
 C. garam
 D. kecap ";A;C1;Menyebutkan
;Berikut ini yang termasuk teknologi pangan adalah ….;"A. susu
 B. keju
 C. telur
 D. kacang kedelai ";B;C1;Menyebutkan
;Contoh pekerjaan di bidang jasa adalah ….;"A. guru
 B. pelukis
 C. pengusaha
 D. karyawan ";A;C1;Menyebutkan
;Kain ulos merupakan kebanggaan masyarakat ….;"A. Bali
 B. Batak
 C. Flores
 D. Minang ";B;C1;Menyebutkan
;Pekerjaan di bidang produksi adalah ….;"A. guru
 B. polisi
 C. dokter
 D. penjahit ";D;C1;Menyebutkan
;Penggunaan kata yang tepat terdapat pada kalimat ….;"A. saat hujan terlihat kilatan guntur di langit
 B. Suara guruh terdengar bersahut- sahutan
 C. Iklim hujan biasanya berlangsung pada bulan Oktober
 D. Pada cuaca mendung matahari bersinar terik ";B;C3;Menentukan
;Gambar iklan diatas, yang menjadi kata kuncinya adalah ..;"A. Floridina
 B. Wings Food
 C. Floridina orange
 D. Orange no 1 di dunia ";D;C2;Membedakan
Air merupakan sumber kehidupan bagi mahluk hidup. Air bersih yang diperlukan oleh manusia khususnya tidak harus selalu tampak jernih. Secara komponen , air bersih harus meliputi persyaratan secara fisik, kimiawi dan mikrobiologi. Air yang keruh, berminyak, mengandung bahan kimia dan bakteri jelas tidak boleh di konsumsi oleh manusia, karena akan mendatangkan bahaya penyakit, bahkan penyakit yang mematikan.     ;Informasi yang terdapat pada wacana di atas adalah..;"A. Jumlah air di bumi semakin sedikit
 B. Air yang mengandung bahan kimia baik untuk tanaman
 C. Persyaratan air bersih yang baik untuk dikonsumsi manusia
 D. Air bukan merupakan sumber kehidupan bagi manusia ";C;C3;Menentukan
Air sangat penting kegunaannya bagi kebutuhan mahluk hidup. Tidak ada satu kegiatan pun dalam satu hari yang tidak memerlukan air, khususnya air bersih. Tidak terkecuali bagi tumbuhan. Ia memerlukan air sebagai sarana untuk kegiatan fotosintesisnya. Selain itu untuk tumbuh kembang pun, tumbuhan memerlukan air.     ;Kata kunci yang terdapat pada wacana diatas adalah ..;"A. Tumbuhan
 B. Fotosintesis
 C. Air
 D. Tumbuh kembang ";C;C2;Membedakan
"Beri, si beruang terkenal sebagai heawan yang tidak ramah, juga pelit. Hewan hewan di sekitarnya tidak diperbolehkan memakan buah buahan, bahkan air pun ia tidak mau memberi. Sehingga hewan-hewan lain pun sangat membencinya.            Pada suatu hari, sekelompok semut, tikus tanah dan kelinci berniat untuk menjebak Beri. Mereka menggali lobang yang besar dan dalam, agar ia terperosok ke dalamnya. Setelah satu bulan mereka bekerja keras, maka jadilah lubang besar dan dalam itu.            Suatu hari, Beri keluar rumahnya, melihat buah buahan tumbuh subur dan air pun melimpah. Dengan angkuhnya ia berkata,"" betapa kayanya aku sekarang, tidak akan kelaparan dan kehausan seperti hewan lain.""  Baru saja beberapa langkah, kaki Beri terperosok dan ia terjebak di dalam lubang jebakan.            Sejak saat itu, hewan hewan semuanya hidup damai, mereka tidak lagi kelaparan dan kehausan, juga kehidupan mereka damai dan aman.           ";Tokoh utama yang terdapat pada wacana diatas adalah ..;"A. Hewan hewan
 B. Beri
 C. Semut hitam
 D. Buah buahan dan air ";B;C3;Menentukan
Manusia harus dapat memanfaatkan alam untuk memenuhi kebutuhan hidupnya dengan menggunakan Ilmu Pengetahuan dan Tekonologi ( IPTEK ) yang berdaya guna. Contohnya pada musim kemarau, dimana hasil pertanian menurun , hasil perairan kolam ikan pun menurun, sehingga mengakibatkan daya jual beli masyarakat pun secara ekonomi menurun, maka salah satu upaya untuk menanggulanginya adalah membuat hujan buatan, yang menggunakan teknologi dan ilmu pengetahuan yang tepat guna.     ;Judul yang tepat untuk wacana di atas adalah ..;"A. Musim kemarau 
 B. IPTEK
 C. Hujan  buatan
 D. Manusia dan Lingkungan Alam ";D;C3;Menentukan
Para nelayan harus memelihara laut tempat mereka mencari ikan. Mereka tidak menggunakan racun, zat berbahaya dan cara yang salah untuk memusnahkan isi laut. Mereka memakai perahu dan peralatan sederhana yang ramah lingkungan, seperti jala ikan biasa untuk penangkapan ikan.     ;Informasi yang terdapat pada paragraf di atas adalah ..;"A. Nelayan harus menggunakan cara yang bijak untuk mengambil hasil laut
 B. Pukat harimau dan bom racun diperbolehkan untuk penangkapan ikan yang banyak
 C. Nelayan menggunakan kapal besar dan jaring besar di tengah laut
 D. Nelayan tidak melaut karena sedang terjadi pasang air laut dan ombak besar  ";A;C3;Menentukan
"Warga Kelurahan Waborobo, di wilayah Sulawesi Tenggara kesulitan mencari air bersih. Untuk mendapatkannya mereka harus berjalan puluhan kilometer hingga ke desa Sorawalio. Warga biasanya menumpang mobil khusus dengan membawa jeriken ukuran 15 liter.            Kesulitan air di kelurahan Waborobo disebabkan karena kondisi geografisnya yang kering dan tandus, tekanan udaranya cukup tinggi sehingga air tanah lebih cepat menguap. Pipa pipa PDAM pun belum bisa mencapai daerah tersebut karena sulitnya akses menuju daerah sana.   &nbsp; ";"Berikut merupakan gambaran peta pikiran yang sesuai dengan wacana di atas ..&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;";"A. 
Siapa nama Lurah Waborobo ?
								 B. Demi air bersih warga meminta kepada pemerintah
 C. Warga mendapatkan airbersih di desa Sorawalio
 D. PDAM telah memasang pipa pipa air bersih ";C;C4;Menelaah
Hari masih pagi. Siti terbangun karena mendengar suara azan subuh dari mushola, ia bergegas ke kamar mandi untuk mengambil air wudu dan segera melaksanakan solat berjamaah subuh bersama ayah dan ibunya.     ;Jika membaca paragraf diatas, latar cerita terjadi di ..;"A. Mushola
 B. Kamar mandi
 C. Sekolah
 D. Rumah ";D;C2;Membedakan
"' MARILAH KITA MEMPERKUKUH PERSATUAN DAN KESATUAN UNTUK MENERUSKAN PEMBANGUNAN NASIONAL' 						 ";Kalimat iklan di atas termasuk ke dalam iklan ..;"A. Barang
 B. Jasa
 C. Produk
 D. Ajakan ";D;C2;Membedakan
;Iklan ajakan di atas menghimbau masyarakat ..;"A. Menidurkan lampu
 B. Mengurangi lampu
 C. Menyelimuti lampu
 D. Menghemat energi listrik ";D;C3;Menentukan
;Jelaskan dengan lengkap maksud dari iklan tersebut !;"A. 
  B. 
  C. 
  D.  ";A;C2;Menjelaskan
;Agar dapat menarik perhatian masyarakat, iklan dalam media cetak harus memiliki ciri ciri bahasa yang baik. Berikut yang bukan termasuk ke dalam bahasa iklan yang baik ..;"A. Bahasa singkat, padat dan jelas
 B. Memiliki bahasa yang memikat
 C. Isinya objektif, positif
 D. Bahasa yang kiasan dan imajinatif ";D;C2;Mengkategorikan
Air selalu tersedia di bumi karena mengalami proses siklus.   ;Arti kata siklus adalah ..;"A. Perputaran
 B. Kebiasaan
 C. Rutinitas
 D. Kegiatan ";A;C1;Menyebutkan
Akibat perang di suatu wilayah menyebabkan banyak anak yang menjadi korban. Banyak ...... yang terabaikan sehingga masa ceria mereka terenggut peristiwa.     ;Kata yang tepat untuk isian diatas adalah ..;"A. Kewajiban
 B. Peperangan
 C. Hak-hak
 D. Penderitaan ";C;C3;Menentukan
;Bentuk iklan yang berisi kalimat singkat , berisi tentang informasi tentang penawaran sesuatu disebut iklan ..;"A. Kolom
 B. Layanan masyarakat
 C. Komersial
 D. Baris ";D;C2;Mengkategorikan
;Berikut contoh iklan yang berdasarkan isinya berjenis iklan pengumuman atau pemberitahuan..;"A. Iklan menawarkan produk
 B. Iklan pelayanan jasa
 C. Iklan perniagaan
 D. Iklan berita duka ";D;C3;Menentukan
;Berikut contoh kalimat iklan yeng dapat menarik minat konsumen ..;"A. Laptop ""Lemote"" layar lebar, boros energi
 B. ""Segerin"" minuman jeruk segar kaya zat warna
 C. "" Ayam Goprek"", pedasnya bikin lidah terbakar
 D. ""Pocky Glico"" stick snack strawberi renyah, sehat bergizi ";D;C4;Memilih
;Berikut ini yang bukan merupakan unsur unsur pada peta pikiran adalah..;"A. Nama pengarang
 B. Alur dan latar
 C. Kalimat pertanyaan
 D. Informasi dan amanat ";A;C1;Menyebutkan
;Berikut kalimat iklan yang sesuai untuk iklan jenis pengumuman ..;"A. Telah hilang anak kecil , usia 8 tahun, laki-laki. Tolong carikan. Hubungi 0812345678910
 B. Jauhi asap rokok dan merokok, agar jantung sehat
 C. Dicari pelayan restoran , lulusan sarjana perhotelan
 D. Telah berpulang ke Rahmatullah, Bapak Sabeni , pada hari Senin, 11 Februari 2001, semoga amal ibadahnya di terima di sisi Nya. ";D;C4;Memilih
;Berikut kata kunci yang tepat untuk pengiklanan mesin cuci ..;"A. Mesin cuci ""CLEAN"" mencuci tanpa henti
 B. "" CLEAN "" mesin cuci boros listrik
 C. "" CLEAN "" mesin cuci sahabat sejati para ibu
 D. Mesin cucui ""CLEAN"" lama mencuci ";C;C3;Menentukan
;Berikut merupakan ciri ciri dari iklan baris , kecuali ..;"A. Dilengkapi dengan gambar yang ukurannya lebih dominan
 B. Dikelompokkan sesuai dengan produk/jasa yang ditawarkan
 C. Tidak menggunakan ilustrasi grafis
 D. Terdiri dari 2 atau 3 baris kalimat ";A;C2;Mengkategorikan
;Berikut merupakan contoh kalimat untuk iklan buku tulis..;"A. ""AA"" kertasnya tebal, tidak mudah sobek
 B. 'Sidoli'  tebal sampulnya, tipis isinya
 C. Hitam dan empuk ditulis ""Joyce"" pensil andalan
 D. ' Star Ex' mampu menghapus tinta membandel ";A;C3;Menentukan
;Berikut yang bukan merupakan bentuk penyajian iklan di media televisi agar terlihat menarik..;"A. Menarik perhatian
 B. Memunculkan ketertarikan dari konsumen
 C. Tidak disertaipembuktian keakuratan iklan dengan kenyataan
 D. Mengikuti minat dan keinginan pasar ( masyarakat ) ";C;C2;Mengkategorikan
;Berikut yang bukan merupakan ciri ciri iklan yang baik dan benar adalah..;"A. Informatif
 B. Komunikatif
 C. Negatif
 D. Menarik ";C;C2;Mengkategorikan
;Berikut yang bukan merupakan media untuk pengiklanan adalah..;"A. Televisi
 B. Radio
 C. Tembok
 D. Majalah ";C;C2;Mengkategorikan
;Buat 1 contoh percakapan iklan ( apa saja ) melalui media radio !;"A. 
  B. 
  C. 
  D.  ";A;C6;Membuat
